Alignment not found |  ,  | Line no.  1
Alignment not found |  3  | Line no.  12759
Alignment not found |  sila3  | Line no.  12759
Alignment not found |  beer  | Line no.  12759
Alignment not found |  ,  | Line no.  12759
Alignment not found |  3  | Line no.  12759
Alignment not found |  sila3  | Line no.  12759
Alignment not found |  bread  | Line no.  12759
Alignment not found |  ,  | Line no.  12759
Alignment not found |  3  | Line no.  12759
Alignment not found |  bundles  | Line no.  12759
Alignment not found |  onions  | Line no.  12759
Alignment not found |  ,  | Line no.  12759
Alignment not found |  3  | Line no.  12760
Alignment not found |  shekels  | Line no.  12760
Alignment not found |  oil  | Line no.  12760
Alignment not found |  ,  | Line no.  12760
Alignment not found |  3  | Line no.  12760
Alignment not found |  shekels  | Line no.  12760
Alignment not found |  alkali-plant  | Line no.  12760
Alignment not found |  ,  | Line no.  12760
Alignment not found |  for  | Line no.  12761
Alignment not found |  Šulgi-ilī  | Line no.  12761
Alignment not found |  ;  | Line no.  12761
Alignment not found |  total  | Line no.  12762
Alignment not found |  :  | Line no.  12762
Alignment not found |  3  | Line no.  12762
Alignment not found |  ban2  | Line no.  12762
Alignment not found |  3  | Line no.  12762
Alignment not found |  sila3  | Line no.  12762
Alignment not found |  beer  | Line no.  12762
Alignment not found |  ;  | Line no.  12762
Alignment not found |  3  | Line no.  12762
Alignment not found |  ban2  | Line no.  12762
Alignment not found |  3  | Line no.  12762
Alignment not found |  sila3  | Line no.  12762
Alignment not found |  bread  | Line no.  12762
Alignment not found |  ;  | Line no.  12762
Alignment not found |  3  | Line no.  12762
Alignment not found |  bundles  | Line no.  12762
Alignment not found |  onions  | Line no.  12762
Alignment not found |  ;  | Line no.  12762
Alignment not found |  3  | Line no.  12763
Alignment not found |  sila3  | Line no.  12763
Alignment not found |  less  | Line no.  12763
Alignment not found |  3  | Line no.  12763
Alignment not found |  shekels  | Line no.  12763
Alignment not found |  oil  | Line no.  12763
Alignment not found |  ;  | Line no.  12763
Alignment not found |  3  | Line no.  12763
Alignment not found |  shekels  | Line no.  12763
Alignment not found |  alkali-plant  | Line no.  12763
Alignment not found |  ;  | Line no.  12763
Alignment not found |  4  | Line no.  12764
Alignment not found |  day  | Line no.  12764
Alignment not found |  ,  | Line no.  12764
Alignment not found |  month  | Line no.  12765
Alignment not found |  :  | Line no.  12765
Alignment not found |  “  | Line no.  12765
Alignment not found |  House-month-6  | Line no.  12765
Alignment not found |  .  | Line no.  12765
Alignment not found |  ”  | Line no.  12765
Alignment not found |  Basket-of-tablets  | Line no.  12766
Alignment not found |  xxx  | Line no.  12769
Alignment not found |  xxx  | Line no.  12770
Alignment not found |  xxx  | Line no.  12771
Alignment not found |  xxx  | Line no.  12772
Alignment not found |  xxx  | Line no.  12773
Alignment not found |  xxx  | Line no.  12774
Alignment not found |  xxx  | Line no.  12775
Alignment not found |  xxx  | Line no.  12776
Alignment not found |  Basket-of-tablets  | Line no.  12777
Alignment not found |  Accounts  | Line no.  12778
Alignment not found |  ,  | Line no.  12778
Alignment not found |  ,  | Line no.  12779
Alignment not found |  of  | Line no.  12780
Alignment not found |  the  | Line no.  12780
Alignment not found |  fatteners  | Line no.  12780
Alignment not found |  ;  | Line no.  12780
Alignment not found |  3  | Line no.  12781
Alignment not found |  buck  | Line no.  12781
Alignment not found |  ,  | Line no.  12781
Alignment not found |  barley-fed  | Line no.  12781
Alignment not found |  ,  | Line no.  12781
Alignment not found |  good  | Line no.  12781
Alignment not found |  quality  | Line no.  12781
Alignment not found |  ,  | Line no.  12781
Alignment not found |  3  | Line no.  12782
Alignment not found |  bucks  | Line no.  12782
Alignment not found |  ,  | Line no.  12782
Alignment not found |  barley-fed  | Line no.  12782
Alignment not found |  ,  | Line no.  12782
Alignment not found |  4  | Line no.  12782
Alignment not found |  grade  | Line no.  12782
Alignment not found |  ,  | Line no.  12782
Alignment not found |  3  | Line no.  12783
Alignment not found |  bucks  | Line no.  12783
Alignment not found |  ,  | Line no.  12783
Alignment not found |  barley-fed  | Line no.  12783
Alignment not found |  ,  | Line no.  12783
Alignment not found |  4  | Line no.  12783
Alignment not found |  grade  | Line no.  12783
Alignment not found |  ,  | Line no.  12783
Alignment not found |  female  | Line no.  12784
Alignment not found |  kids  | Line no.  12784
Alignment not found |  ,  | Line no.  12784
Alignment not found |  barley-fed  | Line no.  12784
Alignment not found |  ,  | Line no.  12784
Alignment not found |  4  | Line no.  12784
Alignment not found |  grade  | Line no.  12784
Alignment not found |  ,  | Line no.  12784
Alignment not found |  3  | Line no.  12785
Alignment not found |  female  | Line no.  12785
Alignment not found |  kids  | Line no.  12785
Alignment not found |  ,  | Line no.  12785
Alignment not found |  barley-fed  | Line no.  12785
Alignment not found |  ,  | Line no.  12785
Alignment not found |  unweaned  | Line no.  12786
Alignment not found |  kid  | Line no.  12786
Alignment not found |  3  | Line no.  12787
Alignment not found |  female  | Line no.  12787
Alignment not found |  kids  | Line no.  12787
Alignment not found |  …  | Line no.  12787
Alignment not found |  ,  | Line no.  12787
Alignment not found |  delivery  | Line no.  12788
Alignment not found |  and  | Line no.  12788
Alignment not found |  …  | Line no.  12788
Alignment not found |  to  | Line no.  12788
Alignment not found |  give  | Line no.  12788
Alignment not found |  …  | Line no.  12788
Alignment not found |  ;  | Line no.  12788
Alignment not found |  from  | Line no.  12789
Alignment not found |  Aba-Enlilgin  | Line no.  12789
Alignment not found |  ,  | Line no.  12789
Alignment not found |  Duyudu  | Line no.  12790
Alignment not found |  accepted  | Line no.  12790
Alignment not found |  ;  | Line no.  12790
Alignment not found |  year  | Line no.  12791
Alignment not found |  “  | Line no.  12791
Alignment not found |  Šu-Sin  | Line no.  12791
Alignment not found |  ,  | Line no.  12791
Alignment not found |  king  | Line no.  12791
Alignment not found |  of  | Line no.  12791
Alignment not found |  Ur  | Line no.  12791
Alignment not found |  ,  | Line no.  12791
Alignment not found |  erected  | Line no.  12791
Alignment not found |  the  | Line no.  12791
Alignment not found |  grand-stele  | Line no.  12791
Alignment not found |  for  | Line no.  12791
Alignment not found |  Enlil  | Line no.  12791
Alignment not found |  Ninlil  | Line no.  12791
Alignment not found |  ”  | Line no.  12791
Alignment not found |  3  | Line no.  12792
Alignment not found |  small  | Line no.  12792
Alignment not found |  cattle  | Line no.  12792
Alignment not found |  .  | Line no.  12792
Alignment not found |  …  | Line no.  12793
Alignment not found |  3  | Line no.  12794
Alignment not found |  bur3  | Line no.  12794
Alignment not found |  ,  | Line no.  12794
Alignment not found |  3  | Line no.  12794
Alignment not found |  eše3  | Line no.  12794
Alignment not found |  3  | Line no.  12794
Alignment not found |  iku  | Line no.  12794
Alignment not found |  field  | Line no.  12794
Alignment not found |  ,  | Line no.  12794
Alignment not found |  harrowing  | Line no.  12794
Alignment not found |  ,  | Line no.  12794
Alignment not found |  3  | Line no.  12794
Alignment not found |  ,  | Line no.  12794
Alignment not found |  its  | Line no.  12795
Alignment not found |  troop  | Line no.  12795
Alignment not found |  labor  | Line no.  12795
Alignment not found |  :  | Line no.  12795
Alignment not found |  days  | Line no.  12795
Alignment not found |  ;  | Line no.  12795
Alignment not found |  3  | Line no.  12796
Alignment not found |  bur3  | Line no.  12796
Alignment not found |  field  | Line no.  12796
Alignment not found |  ,  | Line no.  12796
Alignment not found |  harrowing  | Line no.  12796
Alignment not found |  ,  | Line no.  12796
Alignment not found |  3  | Line no.  12796
Alignment not found |  ,  | Line no.  12796
Alignment not found |  its  | Line no.  12797
Alignment not found |  troop  | Line no.  12797
Alignment not found |  :  | Line no.  12797
Alignment not found |  3  | Line no.  12797
Alignment not found |  days  | Line no.  12797
Alignment not found |  ;  | Line no.  12797
Alignment not found |  eše3  | Line no.  12798
Alignment not found |  ,  | Line no.  12798
Alignment not found |  iku  | Line no.  12798
Alignment not found |  field  | Line no.  12798
Alignment not found |  ,  | Line no.  12798
Alignment not found |  harrowing  | Line no.  12798
Alignment not found |  ,  | Line no.  12798
Alignment not found |  ,  | Line no.  12798
Alignment not found |  troop  | Line no.  12799
Alignment not found |  3  | Line no.  12799
Alignment not found |  work  | Line no.  12800
Alignment not found |  of  | Line no.  12800
Alignment not found |  harrowing  | Line no.  12800
Alignment not found |  ;  | Line no.  12800
Alignment not found |  3  | Line no.  12801
Alignment not found |  sar  | Line no.  12801
Alignment not found |  ,  | Line no.  12801
Alignment not found |  reeds  | Line no.  12801
Alignment not found |  uprooted  | Line no.  12801
Alignment not found |  ,  | Line no.  12801
Alignment not found |  at  | Line no.  12801
Alignment not found |  3  | Line no.  12801
Alignment not found |  sar  | Line no.  12801
Alignment not found |  ,  | Line no.  12801
Alignment not found |  its  | Line no.  12802
Alignment not found |  labor  | Line no.  12802
Alignment not found |  :  | Line no.  12802
Alignment not found |  days  | Line no.  12802
Alignment not found |  ;  | Line no.  12802
Alignment not found |  3  | Line no.  12803
Alignment not found |  sar  | Line no.  12803
Alignment not found |  ,  | Line no.  12803
Alignment not found |  reeds  | Line no.  12803
Alignment not found |  uprooted  | Line no.  12803
Alignment not found |  ,  | Line no.  12803
Alignment not found |  at  | Line no.  12803
Alignment not found |  3  | Line no.  12803
Alignment not found |  sar  | Line no.  12803
Alignment not found |  its  | Line no.  12804
Alignment not found |  labor  | Line no.  12804
Alignment not found |  :  | Line no.  12804
Alignment not found |  days  | Line no.  12804
Alignment not found |  ;  | Line no.  12804
Alignment not found |  of  | Line no.  12805
Alignment not found |  hired  | Line no.  12805
Alignment not found |  men  | Line no.  12805
Alignment not found |  3  | Line no.  12806
Alignment not found |  sar  | Line no.  12806
Alignment not found |  ,  | Line no.  12806
Alignment not found |  reeds  | Line no.  12806
Alignment not found |  cut  | Line no.  12806
Alignment not found |  ,  | Line no.  12806
Alignment not found |  at  | Line no.  12806
Alignment not found |  3  | Line no.  12806
Alignment not found |  sar  | Line no.  12806
Alignment not found |  ,  | Line no.  12806
Alignment not found |  its  | Line no.  12807
Alignment not found |  labor  | Line no.  12807
Alignment not found |  :  | Line no.  12807
Alignment not found |  3  | Line no.  12807
Alignment not found |  days  | Line no.  12807
Alignment not found |  ;  | Line no.  12807
Alignment not found |  3  | Line no.  12808
Alignment not found |  sar  | Line no.  12808
Alignment not found |  ,  | Line no.  12808
Alignment not found |  hoeing  | Line no.  12808
Alignment not found |  ,  | Line no.  12808
Alignment not found |  at  | Line no.  12808
Alignment not found |  3  | Line no.  12808
Alignment not found |  sar  | Line no.  12808
Alignment not found |  ,  | Line no.  12808
Alignment not found |  its  | Line no.  12809
Alignment not found |  labor  | Line no.  12809
Alignment not found |  3  | Line no.  12809
Alignment not found |  days  | Line no.  12809
Alignment not found |  ;  | Line no.  12809
Alignment not found |  3  | Line no.  12810
Alignment not found |  sar  | Line no.  12810
Alignment not found |  ,  | Line no.  12810
Alignment not found |  hoeing  | Line no.  12810
Alignment not found |  ,  | Line no.  12810
Alignment not found |  at  | Line no.  12810
Alignment not found |  3  | Line no.  12810
Alignment not found |  sar  | Line no.  12810
Alignment not found |  ,  | Line no.  12810
